tourney_id,tourney_name,surface,tourney_date,draw_size,tourney_level,match_num,best_of,round,minutes,score,winner_id,winner_name,winner_name_norm,winner_hand,winner_ioc,winner_age,winner_rank,winner_seed,winner_ht,loser_id,loser_name,loser_name_norm,loser_hand,loser_ioc,loser_age,loser_rank,loser_seed,loser_ht,__source_year,match_key
2009-560,US Open,Hard,31/08/2009,128,G,19,5,R128,190.0,2-6 1-6 6-1 6-4 6-3,10143328,Maximo Gonzalez,maximo gonzalez,R,ARG,26.1,79.0,,175.0,15481577,Karol Beck,karol beck,R,SVK,27.4,94.0,,180.0,2009,2009-560_R128_Maximo Gonzalez_vs_Karol Beck
2009-560,US Open,Hard,31/08/2009,128,G,20,5,R128,97.0,6-4 6-0 6-2,77296729,Jesse Witten,jesse witten,R,USA,26.8,276.0,,178.0,86694730,Igor Andreev,igor andreev,R,RUS,26.1,30.0,29.0,185.0,2009,2009-560_R128_Jesse Witten_vs_Igor Andreev
2009-560,US Open,Hard,31/08/2009,128,G,21,5,R128,118.0,6-0 6-4 6-4,67560105,Philipp Kohlschreiber,philipp kohlschreiber,R,GER,25.8,24.0,23.0,178.0,69279438,Andreas Seppi,andreas seppi,R,ITA,25.5,49.0,,190.0,2009,2009-560_R128_Philipp Kohlschreiber_vs_Andreas Seppi
2009-560,US Open,Hard,31/08/2009,128,G,22,5,R128,146.0,6-3 6-4 6-3,34032389,Somdev Devvarman,somdev devvarman,R,IND,24.5,162.0,,180.0,3994146,Frederico Gil,frederico gil,R,POR,24.4,106.0,,178.0,2009,2009-560_R128_Somdev Devvarman_vs_Frederico Gil
2009-560,US Open,Hard,31/08/2009,128,G,23,5,R128,174.0,6-4 4-6 7-5 6-3,81149671,Leonardo Mayer,leonardo mayer,R,ARG,22.2,59.0,,188.0,72539104,Andrey Golubev,andrey golubev,R,KAZ,22.1,56.0,,185.0,2009,2009-560_R128_Leonardo Mayer_vs_Andrey Golubev
2009-560,US Open,Hard,31/08/2009,128,G,24,5,R128,126.0,6-4 6-4 6-4,52367675,Radek Stepanek,radek stepanek,R,CZE,30.7,16.0,15.0,185.0,58614897,Simone Bolelli,simone bolelli,R,ITA,23.8,68.0,,183.0,2009,2009-560_R128_Radek Stepanek_vs_Simone Bolelli
2009-560,US Open,Hard,31/08/2009,128,G,25,5,R128,132.0,7-5 6-4 7-5,13157411,Fernando Verdasco,fernando verdasco,L,ESP,25.7,10.0,10.0,188.0,12506113,Benjamin Becker,benjamin becker,R,GER,28.2,45.0,,178.0,2009,2009-560_R128_Fernando Verdasco_vs_Benjamin Becker
2009-560,US Open,Hard,31/08/2009,128,G,26,5,R128,172.0,7-6(8) 7-6(5) 7-6(5),4556937,Florent Serra,florent serra,R,FRA,28.5,61.0,,180.0,46369071,Janko Tipsarevic,janko tipsarevic,R,SRB,25.1,64.0,,180.0,2009,2009-560_R128_Florent Serra_vs_Janko Tipsarevic
2009-560,US Open,Hard,31/08/2009,128,G,27,5,R128,83.0,6-3 6-2 6-2,44828221,Robert Kendrick,robert kendrick,R,USA,29.7,77.0,,190.0,21104031,Martin Vassallo Arguello,martin vassallo arguello,R,ARG,29.5,52.0,,183.0,2009,2009-560_R128_Robert Kendrick_vs_Martin Vassallo Arguello
2009-560,US Open,Hard,31/08/2009,128,G,28,5,R128,190.0,7-5 4-6 7-6(7) 6-2,77609510,Tommy Haas,tommy haas,R,GER,31.4,21.0,20.0,188.0,52112762,Alejandro Falla,alejandro falla,L,COL,25.7,160.0,,185.0,2009,2009-560_R128_Tommy Haas_vs_Alejandro Falla
2009-560,US Open,Hard,31/08/2009,128,G,29,5,R128,147.0,6-1 7-6(14) 7-6(5),7244247,John Isner,john isner,R,USA,24.3,55.0,,206.0,6990702,Victor Hanescu,victor hanescu,R,ROU,28.1,29.0,28.0,198.0,2009,2009-560_R128_John Isner_vs_Victor Hanescu
2009-560,US Open,Hard,31/08/2009,128,G,30,5,R128,202.0,3-6 6-3 3-6 7-5 7-5,70539990,Marsel Ilhan,marsel ilhan,R,TUR,22.2,231.0,,190.0,16522696,Christophe Rochus,christophe rochus,R,BEL,30.7,72.0,,170.0,2009,2009-560_R128_Marsel Ilhan_vs_Christophe Rochus
2009-560,US Open,Hard,31/08/2009,128,G,31,5,R128,179.0,6-2 5-7 6-3 6-3,50971925,Marc Gicquel,marc gicquel,R,FRA,32.4,81.0,,188.0,89707889,Dmitry Tursunov,dmitry tursunov,R,RUS,26.7,36.0,,185.0,2009,2009-560_R128_Marc Gicquel_vs_Dmitry Tursunov
2009-560,US Open,Hard,31/08/2009,128,G,32,5,R128,95.0,6-1 6-4 6-2,57056984,Andy Roddick,andy roddick,R,USA,27.0,5.0,5.0,188.0,63532,Bjorn Phau,bjorn phau,R,GER,29.9,84.0,,175.0,2009,2009-560_R128_Andy Roddick_vs_Bjorn Phau
2009-560,US Open,Hard,31/08/2009,128,G,33,5,R128,78.0,6-0 6-2 6-1,19571239,Jo-Wilfried Tsonga,jo-wilfried tsonga,R,FRA,24.3,7.0,7.0,188.0,26547928,Chase Buchanan,chase buchanan,R,USA,18.2,920.0,,193.0,2009,2009-560_R128_Jo-Wilfried Tsonga_vs_Chase Buchanan
2009-560,US Open,Hard,31/08/2009,128,G,34,5,R128,141.0,7-5 7-6(6) 6-4,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,28.1,54.0,,185.0,34254773,Fabio Fognini,fabio fognini,R,ITA,22.2,73.0,,178.0,2009,2009-560_R128_Jarkko Nieminen_vs_Fabio Fognini
2009-560,US Open,Hard,31/08/2009,128,G,35,5,R128,158.0,4-6 6-1 6-3 6-3,43815306,Julien Benneteau,julien benneteau,R,FRA,27.6,43.0,,185.0,82004813,Flavio Cipolla,flavio cipolla,R,ITA,25.8,117.0,,173.0,2009,2009-560_R128_Julien Benneteau_vs_Flavio Cipolla
2009-560,US Open,Hard,31/08/2009,128,G,36,5,R128,170.0,6-3 6-3 1-6 2-6 6-1,19809186,Viktor Troicki,viktor troicki,R,SRB,23.5,31.0,30.0,193.0,10222613,Peter Luczak,peter luczak,R,AUS,30.0,78.0,,183.0,2009,2009-560_R128_Viktor Troicki_vs_Peter Luczak
2009-560,US Open,Hard,31/08/2009,128,G,37,5,R128,154.0,7-5 6-4 6-4,85547097,Tomas Berdych,tomas berdych,R,CZE,23.9,18.0,17.0,196.0,42233127,Wayne Odesnik,wayne odesnik,L,USA,23.7,86.0,,180.0,2009,2009-560_R128_Tomas Berdych_vs_Wayne Odesnik
2009-560,US Open,Hard,31/08/2009,128,G,38,5,R128,178.0,6-3 7-6(7) 3-6 6-0,89066721,Horacio Zeballos,horacio zeballos,L,ARG,24.3,76.0,,188.0,70821746,Michael Berrer,michael berrer,L,GER,29.1,120.0,,193.0,2009,2009-560_R128_Horacio Zeballos_vs_Michael Berrer
2009-560,US Open,Hard,31/08/2009,128,G,39,5,R128,163.0,7-6(4) 6-4 3-6 6-3,95507262,Josselin Ouanna,josselin ouanna,R,FRA,23.3,103.0,,193.0,57027096,Rajeev Ram,rajeev ram,R,USA,25.4,114.0,,193.0,2009,2009-560_R128_Josselin Ouanna_vs_Rajeev Ram
2009-560,US Open,Hard,31/08/2009,128,G,40,5,R128,125.0,6-3 6-3 6-3,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,29.0,11.0,11.0,183.0,66485216,Nicolas Massu,nicolas massu,R,CHI,29.8,89.0,,183.0,2009,2009-560_R128_Fernando Gonzalez_vs_Nicolas Massu
2009-560,US Open,Hard,31/08/2009,128,G,41,5,R128,95.0,6-1 6-4 6-3,14523194,Gael Monfils,gael monfils,R,FRA,22.9,13.0,13.0,193.0,97126803,Jeremy Chardy,jeremy chardy,R,FRA,22.5,34.0,,188.0,2009,2009-560_R128_Gael Monfils_vs_Jeremy Chardy
2009-560,US Open,Hard,31/08/2009,128,G,42,5,R128,188.0,6-3 6-4 2-6 2-6 6-4,22821581,Andreas Beck,andreas beck,L,GER,23.5,40.0,,190.0,76821711,Evgeny Korolev,evgeny korolev,R,KAZ,21.5,80.0,,185.0,2009,2009-560_R128_Andreas Beck_vs_Evgeny Korolev
2009-560,US Open,Hard,31/08/2009,128,G,43,5,R128,108.0,6-2 6-4 6-3,37934933,Jose Acasuso,jose acasuso,R,ARG,26.8,47.0,,190.0,22084816,Marcos Daniel,marcos daniel,R,BRA,31.1,57.0,,180.0,2009,2009-560_R128_Jose Acasuso_vs_Marcos Daniel
2009-560,US Open,Hard,31/08/2009,128,G,44,5,R128,163.0,7-5 5-7 6-3 6-3,83716658,David Ferrer,david ferrer,R,ESP,27.4,19.0,18.0,175.0,60358498,Alberto Martin,alberto martin,R,ESP,31.0,93.0,,175.0,2009,2009-560_R128_David Ferrer_vs_Alberto Martin
2009-560,US Open,Hard,31/08/2009,128,G,45,5,R128,164.0,6-2 6-4 2-6 7-6(8),13232081,Nicolas Almagro,nicolas almagro,R,ESP,24.0,33.0,32.0,183.0,86824680,Steve Darcis,steve darcis,R,BEL,25.4,97.0,,178.0,2009,2009-560_R128_Nicolas Almagro_vs_Steve Darcis
2009-560,US Open,Hard,31/08/2009,128,G,46,5,R128,131.0,5-7 6-2 6-4 6-0,7573096,Robby Ginepri,robby ginepri,R,USA,26.8,75.0,,183.0,18606603,Andrei Pavel,andrei pavel,R,ROU,35.5,728.0,,183.0,2009,2009-560_R128_Robby Ginepri_vs_Andrei Pavel
2009-560,US Open,Hard,31/08/2009,128,G,47,5,R128,114.0,6-3 6-4 6-4,72369183,Nicolas Kiefer,nicolas kiefer,R,GER,32.1,129.0,,183.0,58261720,Michael Llodra,michael llodra,L,FRA,29.2,116.0,,190.0,2009,2009-560_R128_Nicolas Kiefer_vs_Michael Llodra
2009-560,US Open,Hard,31/08/2009,128,G,48,5,R128,101.0,6-2 6-2 6-3,55937811,Rafael Nadal,rafael nadal,L,ESP,23.2,3.0,3.0,185.0,49863833,Richard Gasquet,richard gasquet,R,FRA,23.2,46.0,,185.0,2009,2009-560_R128_Rafael Nadal_vs_Richard Gasquet
2009-560,US Open,Hard,31/08/2009,128,G,49,5,R128,125.0,6-3 6-3 6-1,35673101,Juan Martin del Potro,juan martin del potro,R,ARG,20.9,6.0,6.0,198.0,62989105,Juan Monaco,juan monaco,R,ARG,25.4,41.0,,185.0,2009,2009-560_R128_Juan Martin del Potro_vs_Juan Monaco
2009-560,US Open,Hard,31/08/2009,128,G,50,5,R128,133.0,1-6 6-4 6-3 6-4,3466042,Jurgen Melzer,jurgen melzer,L,AUT,28.2,38.0,,183.0,50825699,Marat Safin,marat safin,R,RUS,29.5,58.0,,193.0,2009,2009-560_R128_Jurgen Melzer_vs_Marat Safin
2009-560,US Open,Hard,31/08/2009,128,G,51,5,R128,103.0,6-4 7-6(4) 6-0,34905477,Pablo Cuevas,pablo cuevas,R,URU,23.6,67.0,,180.0,97298575,Chris Guccione,chris guccione,L,AUS,24.0,102.0,,201.0,2009,2009-560_R128_Pablo Cuevas_vs_Chris Guccione
2009-560,US Open,Hard,31/08/2009,128,G,52,5,R128,157.0,6-2 6-4 2-6 6-2,34993448,Daniel Koellerer,daniel koellerer,R,AUT,26.0,62.0,,180.0,6137517,Rui Machado,rui machado,R,POR,25.3,109.0,,178.0,2009,2009-560_R128_Daniel Koellerer_vs_Rui Machado
2009-560,US Open,Hard,31/08/2009,128,G,53,5,R128,127.0,6-4 6-3 6-3,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,29.5,25.0,24.0,183.0,74493481,Fabrice Santoro,fabrice santoro,R,FRA,36.7,44.0,,178.0,2009,2009-560_R128_Juan Carlos Ferrero_vs_Fabrice Santoro
2009-560,US Open,Hard,31/08/2009,128,G,54,5,R128,210.0,7-6(3) 6-7(6) 6-4 4-6 6-3,4678189,Philipp Petzschner,philipp petzschner,R,GER,25.4,39.0,,185.0,85236908,Sergiy Stakhovsky,sergiy stakhovsky,R,UKR,23.6,132.0,,193.0,2009,2009-560_R128_Philipp Petzschner_vs_Sergiy Stakhovsky
2009-560,US Open,Hard,31/08/2009,128,G,55,5,R128,111.0,6-4 6-2 6-3,28937234,Thomaz Bellucci,thomaz bellucci,L,BRA,21.6,69.0,,188.0,12393284,Yen Hsun Lu,yen hsun lu,R,TPE,26.0,71.0,,180.0,2009,2009-560_R128_Thomaz Bellucci_vs_Yen Hsun Lu
2009-560,US Open,Hard,31/08/2009,128,G,56,5,R128,125.0,6-4 7-6(3) 6-3,72416099,Gilles Simon,gilles simon,R,FRA,24.6,9.0,9.0,183.0,6879875,Daniel Gimeno Traver,daniel gimeno traver,R,ESP,24.0,101.0,,185.0,2009,2009-560_R128_Gilles Simon_vs_Daniel Gimeno Traver
2009-560,US Open,Hard,31/08/2009,128,G,57,5,R128,145.0,7-6(2) 6-4 7-6(4),89114126,Marin Cilic,marin cilic,R,CRO,20.9,17.0,16.0,198.0,64872709,Ryan Sweeting,ryan sweeting,R,USA,22.1,141.0,,196.0,2009,2009-560_R128_Marin Cilic_vs_Ryan Sweeting
2009-560,US Open,Hard,31/08/2009,128,G,58,5,R128,109.0,7-5 6-1 6-2,53294587,Jesse Levine,jesse levine,L,CAN,21.8,135.0,,175.0,55397826,Teymuraz Gabashvili,teymuraz gabashvili,R,RUS,24.2,74.0,,188.0,2009,2009-560_R128_Jesse Levine_vs_Teymuraz Gabashvili
2009-560,US Open,Hard,31/08/2009,128,G,59,5,R128,146.0,6-4 6-4 7-6(3),38822896,Denis Istomin,denis istomin,R,UZB,22.9,108.0,,188.0,97861974,Brendan Evans,brendan evans,R,USA,23.3,121.0,,188.0,2009,2009-560_R128_Denis Istomin_vs_Brendan Evans
2009-560,US Open,Hard,31/08/2009,128,G,60,5,R128,283.0,4-6 3-6 7-6(6) 7-6(3) 6-3,3847585,Nicolas Lapentti,nicolas lapentti,R,ECU,33.0,163.0,,188.0,99794533,Stan Wawrinka,stan wawrinka,R,SUI,24.4,20.0,19.0,183.0,2009,2009-560_R128_Nicolas Lapentti_vs_Stan Wawrinka
2009-560,US Open,Hard,31/08/2009,128,G,61,5,R128,133.0,6-4 7-6(8) 7-6(5),13753823,Ivan Navarro,ivan navarro,R,ESP,27.8,119.0,,183.0,39371802,Ivo Karlovic,ivo karlovic,R,CRO,30.5,28.0,27.0,208.0,2009,2009-560_R128_Ivan Navarro_vs_Ivo Karlovic
2009-560,US Open,Hard,31/08/2009,128,G,62,5,R128,170.0,4-6 7-6(6) 6-3 7-5,94859806,Taylor Dent,taylor dent,R,USA,28.3,195.0,,188.0,24250981,Feliciano Lopez,feliciano lopez,L,ESP,27.9,37.0,,188.0,2009,2009-560_R128_Taylor Dent_vs_Feliciano Lopez
2009-560,US Open,Hard,31/08/2009,128,G,63,5,R128,107.0,6-3 6-0 7-6(2),52278759,Paul Capdeville,paul capdeville,R,CHI,26.4,87.0,,190.0,41628590,Victor Crivoi,victor crivoi,R,ROU,27.2,96.0,,185.0,2009,2009-560_R128_Paul Capdeville_vs_Victor Crivoi
2009-560,US Open,Hard,31/08/2009,128,G,64,5,R128,137.0,7-5 6-3 7-5,16561313,Andy Murray,andy murray,R,GBR,22.2,2.0,2.0,190.0,46959216,Ernests Gulbis,ernests gulbis,R,LAT,21.0,95.0,,190.0,2009,2009-560_R128_Andy Murray_vs_Ernests Gulbis
2009-560,US Open,Hard,31/08/2009,128,G,65,5,R64,118.0,6-3 7-5 7-5,49178154,Roger Federer,roger federer,R,SUI,28.0,1.0,1.0,185.0,83224719,Simon Greul,simon greul,R,GER,28.3,65.0,,185.0,2009,2009-560_R64_Roger Federer_vs_Simon Greul
2009-560,US Open,Hard,31/08/2009,128,G,66,5,R64,130.0,6-3 6-3 6-4,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,28.5,32.0,31.0,180.0,91736267,Juan Ignacio Chela,juan ignacio chela,R,ARG,30.0,137.0,,190.0,2009,2009-560_R64_Lleyton Hewitt_vs_Juan Ignacio Chela
2009-560,US Open,Hard,31/08/2009,128,G,67,5,R64,164.0,6-4 3-6 7-6(6) 6-3,73946074,James Blake,james blake,R,USA,29.6,23.0,21.0,185.0,6768670,Olivier Rochus,olivier rochus,R,BEL,28.6,90.0,,168.0,2009,2009-560_R64_James Blake_vs_Olivier Rochus
2009-560,US Open,Hard,31/08/2009,128,G,68,5,R64,191.0,6-2 4-6 6-2 6-4,81788658,Tommy Robredo,tommy robredo,R,ESP,27.3,15.0,14.0,180.0,44308593,Guillermo Garcia Lopez,guillermo garcia lopez,R,ESP,26.2,50.0,,188.0,2009,2009-560_R64_Tommy Robredo_vs_Guillermo Garcia Lopez
2009-560,US Open,Hard,31/08/2009,128,G,69,5,R64,16.0,2-0 RET,30200466,Robin Soderling,robin soderling,R,SWE,25.0,12.0,12.0,193.0,93319706,Marcel Granollers,marcel granollers,R,ESP,23.3,88.0,,190.0,2009,2009-560_R64_Robin Soderling_vs_Marcel Granollers
2009-560,US Open,Hard,31/08/2009,128,G,70,5,R64,176.0,7-5 6-7(6) 6-4 6-4,87495064,Sam Querrey,sam querrey,R,USA,21.9,22.0,22.0,198.0,4783295,Kevin Kim,kevin kim,R,USA,31.0,100.0,,180.0,2009,2009-560_R64_Sam Querrey_vs_Kevin Kim
2009-560,US Open,Hard,31/08/2009,128,G,71,5,R64,187.0,2-6 7-6(4) 6-4 6-3,8751961,Marco Chiudinelli,marco chiudinelli,R,SUI,27.9,161.0,,185.0,55420680,Mikhail Youzhny,mikhail youzhny,R,RUS,27.1,60.0,,183.0,2009,2009-560_R64_Marco Chiudinelli_vs_Mikhail Youzhny
2009-560,US Open,Hard,31/08/2009,128,G,72,5,R64,88.0,6-4 6-1 6-2,60154348,Nikolay Davydenko,nikolay davydenko,R,RUS,28.2,8.0,8.0,178.0,39090281,Jan Hernych,jan hernych,R,CZE,30.1,70.0,,190.0,2009,2009-560_R64_Nikolay Davydenko_vs_Jan Hernych
2009-560,US Open,Hard,31/08/2009,128,G,73,5,R64,109.0,6-3 6-4 6-4,15497587,Novak Djokovic,novak djokovic,R,SRB,22.2,4.0,4.0,188.0,4112057,Carsten Ball,carsten ball,L,AUS,22.1,155.0,,198.0,2009,2009-560_R64_Novak Djokovic_vs_Carsten Ball
2009-560,US Open,Hard,31/08/2009,128,G,74,5,R64,215.0,6-7(3) 6-4 7-5 6-2,77296729,Jesse Witten,jesse witten,R,USA,26.8,276.0,,178.0,10143328,Maximo Gonzalez,maximo gonzalez,R,ARG,26.1,79.0,,175.0,2009,2009-560_R64_Jesse Witten_vs_Maximo Gonzalez
2009-560,US Open,Hard,31/08/2009,128,G,75,5,R64,168.0,6-3 6-4 0-6 6-2,67560105,Philipp Kohlschreiber,philipp kohlschreiber,R,GER,25.8,24.0,23.0,178.0,34032389,Somdev Devvarman,somdev devvarman,R,IND,24.5,162.0,,180.0,2009,2009-560_R64_Philipp Kohlschreiber_vs_Somdev Devvarman
2009-560,US Open,Hard,31/08/2009,128,G,76,5,R64,134.0,7-6(5) 6-3 6-4,52367675,Radek Stepanek,radek stepanek,R,CZE,30.7,16.0,15.0,185.0,81149671,Leonardo Mayer,leonardo mayer,R,ARG,22.2,59.0,,188.0,2009,2009-560_R64_Radek Stepanek_vs_Leonardo Mayer
2009-560,US Open,Hard,31/08/2009,128,G,77,5,R64,89.0,6-3 6-0 6-3,13157411,Fernando Verdasco,fernando verdasco,L,ESP,25.7,10.0,10.0,188.0,4556937,Florent Serra,florent serra,R,FRA,28.5,61.0,,180.0,2009,2009-560_R64_Fernando Verdasco_vs_Florent Serra
2009-560,US Open,Hard,31/08/2009,128,G,78,5,R64,144.0,6-4 6-4 7-6(3),77609510,Tommy Haas,tommy haas,R,GER,31.4,21.0,20.0,188.0,44828221,Robert Kendrick,robert kendrick,R,USA,29.7,77.0,,190.0,2009,2009-560_R64_Tommy Haas_vs_Robert Kendrick
2009-560,US Open,Hard,31/08/2009,128,G,79,5,R64,119.0,6-3 6-4 7-6(1),7244247,John Isner,john isner,R,USA,24.3,55.0,,206.0,70539990,Marsel Ilhan,marsel ilhan,R,TUR,22.2,231.0,,190.0,2009,2009-560_R64_John Isner_vs_Marsel Ilhan
2009-560,US Open,Hard,31/08/2009,128,G,80,5,R64,113.0,6-1 6-4 6-4,57056984,Andy Roddick,andy roddick,R,USA,27.0,5.0,5.0,188.0,50971925,Marc Gicquel,marc gicquel,R,FRA,32.4,81.0,,188.0,2009,2009-560_R64_Andy Roddick_vs_Marc Gicquel
2009-560,US Open,Hard,31/08/2009,128,G,81,5,R64,109.0,7-5 6-3 6-4,19571239,Jo-Wilfried Tsonga,jo-wilfried tsonga,R,FRA,24.3,7.0,7.0,188.0,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,28.1,54.0,,185.0,2009,2009-560_R64_Jo-Wilfried Tsonga_vs_Jarkko Nieminen
2009-560,US Open,Hard,31/08/2009,128,G,82,5,R64,140.0,6-1 3-6 6-1 6-0,43815306,Julien Benneteau,julien benneteau,R,FRA,27.6,43.0,,185.0,19809186,Viktor Troicki,viktor troicki,R,SRB,23.5,31.0,30.0,193.0,2009,2009-560_R64_Julien Benneteau_vs_Viktor Troicki
2009-560,US Open,Hard,31/08/2009,128,G,83,5,R64,180.0,6-3 6-7(3) 7-6(2) 6-2,85547097,Tomas Berdych,tomas berdych,R,CZE,23.9,18.0,17.0,196.0,89066721,Horacio Zeballos,horacio zeballos,L,ARG,24.3,76.0,,188.0,2009,2009-560_R64_Tomas Berdych_vs_Horacio Zeballos
2009-560,US Open,Hard,31/08/2009,128,G,84,5,R64,137.0,6-4 6-7(5) 6-3 6-4,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,29.0,11.0,11.0,183.0,95507262,Josselin Ouanna,josselin ouanna,R,FRA,23.3,103.0,,193.0,2009,2009-560_R64_Fernando Gonzalez_vs_Josselin Ouanna
2009-560,US Open,Hard,31/08/2009,128,G,85,5,R64,118.0,6-3 7-5 6-3,14523194,Gael Monfils,gael monfils,R,FRA,22.9,13.0,13.0,193.0,22821581,Andreas Beck,andreas beck,L,GER,23.5,40.0,,190.0,2009,2009-560_R64_Gael Monfils_vs_Andreas Beck
2009-560,US Open,Hard,31/08/2009,128,G,86,5,R64,192.0,6-3 3-6 1-6 6-3 6-2,37934933,Jose Acasuso,jose acasuso,R,ARG,26.8,47.0,,190.0,83716658,David Ferrer,david ferrer,R,ESP,27.4,19.0,18.0,175.0,2009,2009-560_R64_Jose Acasuso_vs_David Ferrer
2009-560,US Open,Hard,31/08/2009,128,G,87,5,R64,215.0,6-7(7) 6-2 6-3 4-6 6-4,13232081,Nicolas Almagro,nicolas almagro,R,ESP,24.0,33.0,32.0,183.0,7573096,Robby Ginepri,robby ginepri,R,USA,26.8,75.0,,183.0,2009,2009-560_R64_Nicolas Almagro_vs_Robby Ginepri
2009-560,US Open,Hard,31/08/2009,128,G,88,5,R64,179.0,6-0 3-6 6-3 6-4,55937811,Rafael Nadal,rafael nadal,L,ESP,23.2,3.0,3.0,185.0,72369183,Nicolas Kiefer,nicolas kiefer,R,GER,32.1,129.0,,183.0,2009,2009-560_R64_Rafael Nadal_vs_Nicolas Kiefer
2009-560,US Open,Hard,31/08/2009,128,G,89,5,R64,141.0,7-6(6) 6-3 6-3,35673101,Juan Martin del Potro,juan martin del potro,R,ARG,20.9,6.0,6.0,198.0,3466042,Jurgen Melzer,jurgen melzer,L,AUT,28.2,38.0,,183.0,2009,2009-560_R64_Juan Martin del Potro_vs_Jurgen Melzer
2009-560,US Open,Hard,31/08/2009,128,G,90,5,R64,167.0,3-6 6-2 6-1 6-4,34993448,Daniel Koellerer,daniel koellerer,R,AUT,26.0,62.0,,180.0,34905477,Pablo Cuevas,pablo cuevas,R,URU,23.6,67.0,,180.0,2009,2009-560_R64_Daniel Koellerer_vs_Pablo Cuevas
2009-560,US Open,Hard,31/08/2009,128,G,91,5,R64,180.0,1-6 3-6 6-4 6-2 6-4,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,29.5,25.0,24.0,183.0,4678189,Philipp Petzschner,philipp petzschner,R,GER,25.4,39.0,,185.0,2009,2009-560_R64_Juan Carlos Ferrero_vs_Philipp Petzschner
2009-560,US Open,Hard,31/08/2009,128,G,92,5,R64,122.0,6-3 6-2 6-4,72416099,Gilles Simon,gilles simon,R,FRA,24.6,9.0,9.0,183.0,28937234,Thomaz Bellucci,thomaz bellucci,L,BRA,21.6,69.0,,188.0,2009,2009-560_R64_Gilles Simon_vs_Thomaz Bellucci
2009-560,US Open,Hard,31/08/2009,128,G,93,5,R64,166.0,4-6 2-6 6-0 6-3 6-0,89114126,Marin Cilic,marin cilic,R,CRO,20.9,17.0,16.0,198.0,53294587,Jesse Levine,jesse levine,L,CAN,21.8,135.0,,175.0,2009,2009-560_R64_Marin Cilic_vs_Jesse Levine
2009-560,US Open,Hard,31/08/2009,128,G,94,5,R64,288.0,2-6 6-4 4-6 7-5 7-6(4),38822896,Denis Istomin,denis istomin,R,UZB,22.9,108.0,,188.0,3847585,Nicolas Lapentti,nicolas lapentti,R,ECU,33.0,163.0,,188.0,2009,2009-560_R64_Denis Istomin_vs_Nicolas Lapentti
2009-560,US Open,Hard,31/08/2009,128,G,95,5,R64,252.0,6-4 5-7 6-7(1) 7-5 7-6(9),94859806,Taylor Dent,taylor dent,R,USA,28.3,195.0,,188.0,13753823,Ivan Navarro,ivan navarro,R,ESP,27.8,119.0,,183.0,2009,2009-560_R64_Taylor Dent_vs_Ivan Navarro
2009-560,US Open,Hard,31/08/2009,128,G,96,5,R64,127.0,6-2 3-6 6-0 6-2,16561313,Andy Murray,andy murray,R,GBR,22.2,2.0,2.0,190.0,52278759,Paul Capdeville,paul capdeville,R,CHI,26.4,87.0,,190.0,2009,2009-560_R64_Andy Murray_vs_Paul Capdeville
2009-560,US Open,Hard,31/08/2009,128,G,97,5,R32,153.0,4-6 6-3 7-5 6-4,49178154,Roger Federer,roger federer,R,SUI,28.0,1.0,1.0,185.0,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,28.5,32.0,31.0,180.0,2009,2009-560_R32_Roger Federer_vs_Lleyton Hewitt
2009-560,US Open,Hard,31/08/2009,128,G,98,5,R32,139.0,7-6(2) 6-4 6-4,81788658,Tommy Robredo,tommy robredo,R,ESP,27.3,15.0,14.0,180.0,73946074,James Blake,james blake,R,USA,29.6,23.0,21.0,185.0,2009,2009-560_R32_Tommy Robredo_vs_James Blake
2009-560,US Open,Hard,31/08/2009,128,G,99,5,R32,141.0,6-2 7-5 6-7(6) 6-1,30200466,Robin Soderling,robin soderling,R,SWE,25.0,12.0,12.0,193.0,87495064,Sam Querrey,sam querrey,R,USA,21.9,22.0,22.0,198.0,2009,2009-560_R32_Robin Soderling_vs_Sam Querrey
2009-560,US Open,Hard,31/08/2009,128,G,100,5,R32,154.0,6-4 7-5 7-5,60154348,Nikolay Davydenko,nikolay davydenko,R,RUS,28.2,8.0,8.0,178.0,8751961,Marco Chiudinelli,marco chiudinelli,R,SUI,27.9,161.0,,185.0,2009,2009-560_R32_Nikolay Davydenko_vs_Marco Chiudinelli
2009-560,US Open,Hard,31/08/2009,128,G,101,5,R32,208.0,6-7(2) 6-3 7-6(2) 6-4,15497587,Novak Djokovic,novak djokovic,R,SRB,22.2,4.0,4.0,188.0,77296729,Jesse Witten,jesse witten,R,USA,26.8,276.0,,178.0,2009,2009-560_R32_Novak Djokovic_vs_Jesse Witten
2009-560,US Open,Hard,31/08/2009,128,G,102,5,R32,155.0,4-6 6-2 6-3 6-3,52367675,Radek Stepanek,radek stepanek,R,CZE,30.7,16.0,15.0,185.0,67560105,Philipp Kohlschreiber,philipp kohlschreiber,R,GER,25.8,24.0,23.0,178.0,2009,2009-560_R32_Radek Stepanek_vs_Philipp Kohlschreiber
